School Name,District ID,School ID,NCES ID,Course ID,Course Name
Northridge High,308,394,00045,35020000035,Computer Science Principles
Northridge High,308,394,00045,35020000040,Computer Programming Advanced
Northridge High,308,394,00045,35020013030,Computer Programming I CE
Oak Canyon Jr High,122,173,00075,35020000003,Creative Coding
Ogden High,1183,1209,01271,35020000030,Computer Programming I
Ogden High,1183,1209,01271,35020000035,Computer Science Principles
Ogden High,1183,1209,01271,35020013040,Computer Programming Advanced CE
Ogden High,1183,1209,01271,38010000031,Robotics 1
Ogden Preparatory Academy,110571,110571,00989,35020000007,Exploring Computer Science I  (CS)
Olympus High,480,604,00248,35020000007,Exploring Computer Science I  (CS)
Olympus High,480,604,00248,35020000034,A.P. Computer Science Principles
Olympus Jr High,480,564,00249,35020000003,Creative Coding
Olympus Jr High,480,564,00249,35020000004,Intro to Python 1
Olympus Jr High,480,564,00249,35020000006,Intro to Python 2
Oquirrh Hills Middle,653,720,00720,35020000007,Exploring Computer Science I  (CS)
Orem High,122,184,00021,35020000007,Exploring Computer Science I  (CS)
Orem High,122,184,00021,35020000030,Computer Programming I
Orem Jr High,122,174,00022,35020000007,Exploring Computer Science I  (CS)
Orion Jr High,1050,70596,00967,35020000003,Creative Coding
Panguitch High,456,466,00188,35020000007,Exploring Computer Science I  (CS)
Panguitch High,456,466,00188,35020000030,Computer Programming I
Panguitch High,456,466,00188,35020000035,Computer Science Principles
Paradigm High School,185692,185692,01153,35020000030,Computer Programming I
Paradigm High School,185692,185692,01153,38010000031,Robotics 1
Park City High,856,863,00447,35020000030,Computer Programming I
Park City High,856,863,00447,35020000034,A.P. Computer Science Principles
Park City High,856,863,00447,35020000041,A.P.  Computer Science
Park City High,856,863,00447,38010000031,Robotics 1
Payson High,800,827,00390,35020000007,Exploring Computer Science I  (CS)
Payson High,800,827,00390,35020000030,Computer Programming I
Payson High,800,827,00390,35020000035,Computer Science Principles
Payson High,800,827,00390,35020013035,Computer Science Principles CE
Payson High,800,827,00390,38010000031,Robotics 1
Payson Jr High,800,824,00391,35020000007,Exploring Computer Science I  (CS)
Payson Jr High,800,824,00391,35020000035,Computer Science Principles
Pine View High,1002,1036,00807,35020000030,Computer Programming I
Pine View High,1002,1036,00807,35020000032,Computer Programming 2
Pine View High,1002,1036,00807,35020000034,A.P. Computer Science Principles
Pine View High,1002,1036,00807,35020000035,Computer Science Principles
Pine View High,1002,1036,00807,35020013030,Computer Programming I CE
Pine View High,1002,1036,00807,35020013040,Computer Programming Advanced CE
Pine View High,1002,1036,00807,38010000031,Robotics 1
Pine View High,1002,1036,00807,38010000032,Robotics 2
Pine View Middle,1002,1027,00880,35020000004,Intro to Python 1
Pine View Middle,1002,1027,00880,35020000006,Intro to Python 2
Pine View Middle,1002,1027,00880,35020000034,A.P. Computer Science Principles
Pinnacle Canyon Academy,5492,5492,00629,35020000007,Exploring Computer Science I  (CS)
Pinnacle Canyon Academy,5492,5492,00629,38010000031,Robotics 1
Pinnacle Canyon Academy,5492,5492,00629,38010000032,Robotics 2
Piute High,865,869,00450,35020000007,Exploring Computer Science I  (CS)
Pleasant Grove High,122,185,00024,35020000030,Computer Programming I
Pleasant Grove High,122,185,00024,35020000034,A.P. Computer Science Principles
Pleasant Grove High,122,185,00024,35020000035,Computer Science Principles
Pleasant Grove High,122,185,00024,35020000040,Computer Programming Advanced
Pleasant Grove High,122,185,00024,35020013035,Computer Science Principles CE
Pleasant Grove Jr High,122,175,00025,35020000007,Exploring Computer Science I  (CS)
Providence Hall,185871,185871,01202,35020000003,Creative Coding
Providence Hall,185871,185871,01202,35020000007,Exploring Computer Science I  (CS)
Providence Hall,185871,185871,01202,35020000034,A.P. Computer Science Principles
Providence Hall,185871,185871,01202,35020000041,A.P.  Computer Science
Provo eSchool,1222,186139,01349,35020000007,Exploring Computer Science I  (CS)
Provo eSchool,1222,186139,01349,35020000035,Computer Science Principles
Provo High,1222,1248,00459,35020000030,Computer Programming I
Provo High,1222,1248,00459,35020000032,Computer Programming 2
Provo High,1222,1248,00459,35020000035,Computer Science Principles
Provo High,1222,1248,00459,38010000031,Robotics 1
Quest Academy,185872,185872,01218,35020000003,Creative Coding
Quest Academy,185872,185872,01218,35020000035,Computer Science Principles
Real Salt Lake Academy High School,186490,186491,01517,35020000030,Computer Programming I
Red Hills Middle,900,910,00839,35020000003,Creative Coding
Rich High,870,878,00471,35020000007,Exploring Computer Science I  (CS)
Rich High,870,878,00471,35020000035,Computer Science Principles
Rich High,870,878,00471,38010000031,Robotics 1
Rich High,870,878,00471,38010000032,Robotics 2
Rich Middle School,870,875,00838,35020000003,Creative Coding
Richfield High,900,913,00544,35020000007,Exploring Computer Science I  (CS)
Richfield High,900,913,00544,38010000031,Robotics 1
Ridgeline High School,243,186436,01487,35020000007,Exploring Computer Science I  (CS)
Ridgeline High School,243,186436,01487,35020000030,Computer Programming I
Ridgeline High School,243,186436,01487,35020000032,Computer Programming 2
Ridgeline High School,243,186436,01487,35020000035,Computer Science Principles
Ridgeline High School,243,186436,01487,35020000041,A.P.  Computer Science
Ridgeline High School,243,186436,01487,38010000031,Robotics 1
Riverton High,653,739,00661,35020000007,Exploring Computer Science I  (CS)
Riverton High,653,739,00661,35020000030,Computer Programming I
Riverton High,653,739,00661,35020000041,A.P.  Computer Science
Riverton High,653,739,00661,35020013030,Computer Programming I CE
Riverton High,653,739,00661,35020013040,Computer Programming Advanced CE
Riverview Jr High,1275,1288,00376,35020000007,Exploring Computer Science I  (CS)
Rocky Mountain Jr High,1050,1084,00212,35020000007,Exploring Computer Science I  (CS)
Rocky Mountain Jr High,1050,1084,00212,35020000035,Computer Science Principles
Roosevelt Jr High,422,433,00167,35020000004,Intro to Python 1
Roots Charter High School,186374,186375,01477,35020000007,Exploring Computer Science I  (CS)
Roy High,1050,1096,00634,35020000007,Exploring Computer Science I  (CS)
Roy High,1050,1096,00634,35020000032,Computer Programming 2
Roy High,1050,1096,00634,35020000035,Computer Science Principles
Roy High,1050,1096,00634,35020011035,Computer Science Principles UTech
Roy Jr High,1050,1085,00635,35020000007,Exploring Computer Science I  (CS)
Salem Hills High,800,185824,01160,35020000007,Exploring Computer Science I  (CS)
Salem Junior High,800,186160,01390,35020000007,Exploring Computer Science I  (CS)
Salt Lake Center for Science Education,185868,185868,01208,35020000030,Computer Programming I
Salt Lake Center for Science Education Bryant,1107,1143,00477,35020000003,Creative Coding
Salt Lake School for the Performing Arts,185696,185696,01151,35020000007,Exploring Computer Science I  (CS)
Salt Lake Technology Center,1107,90567,01170,35020000030,Computer Programming I
Salt Lake Technology Center,1107,90567,01170,35020000032,Computer Programming 2
Salt Lake Technology Center,1107,90567,01170,35020000040,Computer Programming Advanced
Salt Lake Technology Center,1107,90567,01170,35020000041,A.P.  Computer Science
Sand Ridge Jr High,1050,1086,00637,35020000003,Creative Coding
Sand Ridge Jr High,1050,1086,00637,35020000007,Exploring Computer Science I  (CS)
Scholar Academy,186353,186354,01456,35020000003,Creative Coding
Scott M Matheson Jr High,480,50545,00763,35020000003,Creative Coding
Shoreline Junior High,308,186571,01569,35020000003,Creative Coding
Shoreline Junior High,308,186571,01569,35020000004,Intro to Python 1
Shoreline Junior High,308,186571,01569,35020000007,Exploring Computer Science I  (CS)
Silver Summit Academy,930,186522,01534,35020000035,Computer Science Principles
Silver Summit Academy,930,186522,01534,35020000041,A.P.  Computer Science
Silver Summit Academy,930,186522,01534,38010000031,Robotics 1
Sky View High,243,271,00083,35020000007,Exploring Computer Science I  (CS)
Sky View High,243,271,00083,35020000030,Computer Programming I
Sky View High,243,271,00083,35020000032,Computer Programming 2
Sky View High,243,271,00083,35020013032,Computer Programming 2 CE
Sky View High,243,271,00083,38010000031,Robotics 1
Sky View High,243,271,00083,38010000032,Robotics 2
Skyline High,480,605,00261,35020000007,Exploring Computer Science I  (CS)
Skyline High,480,605,00261,35020000030,Computer Programming I
Skyline High,480,605,00261,35020000032,Computer Programming 2
Skyline High,480,605,00261,38010000031,Robotics 1
Skyridge High School,122,186426,01486,35020000030,Computer Programming I
Skyridge High School,122,186426,01486,35020000034,A.P. Computer Science Principles
Skyridge High School,122,186426,01486,35020000037,Algorithms & Data Structures
Skyridge High School,122,186426,01486,35020000040,Computer Programming Advanced
Skyridge High School,122,186426,01486,35020013035,Computer Science Principles CE
Skyridge High School,122,186426,01486,35020013040,Computer Programming Advanced CE
Skyridge High School,122,186426,01486,38010000031,Robotics 1
Snow Canyon High,1002,1037,00206,35020000030,Computer Programming I
Snow Canyon High,1002,1037,00206,35020000032,Computer Programming 2
Snow Canyon High,1002,1037,00206,35020000035,Computer Science Principles
Snow Canyon High,1002,1037,00206,38010000031,Robotics 1
Snow Canyon Middle,1002,1028,00063,35020000004,Intro to Python 1
Snow Canyon Middle,1002,1028,00063,35020000006,Intro to Python 2
Snowcrest Jr High,1050,1089,00669,35020000003,Creative Coding
Snowcrest Jr High,1050,1089,00669,35020000007,Exploring Computer Science I  (CS)
South Cache Middle School,243,267,00084,35020000004,Intro to Python 1
South Cache Middle School,243,267,00084,35020000006,Intro to Python 2
South Davis Jr High,308,369,00142,35020000003,Creative Coding
South Davis Jr High,308,369,00142,35020000007,Exploring Computer Science I  (CS)
South Hills Middle,653,726,00531,35020000004,Intro to Python 1
South Hills Middle,653,726,00531,35020000007,Exploring Computer Science I  (CS)
South Jordan Middle,653,722,00896,35020000003,Creative Coding
South Jordan Middle,653,722,00896,35020000007,Exploring Computer Science I  (CS)
South Ogden Jr High,1050,1087,00638,35020000003,Creative Coding
South Sevier High,900,914,00547,35020000007,Exploring Computer Science I  (CS)
South Sevier High,900,914,00547,38010000031,Robotics 1
South Summit High,930,937,00557,35020000034,A.P. Computer Science Principles
South Summit High,930,937,00557,35020000035,Computer Science Principles
Southwest Educational Academy,635,652,00872,35020000003,Creative Coding
Southwest Educational Academy,635,652,00872,35020000007,Exploring Computer Science I  (CS)
Southwest Educational Academy,635,652,00872,35020000035,Computer Science Principles
Spanish Fork High,800,828,00399,35020000007,Exploring Computer Science I  (CS)
Spanish Fork High,800,828,00399,35020000030,Computer Programming I
Spanish Fork High,800,828,00399,35020000035,Computer Science Principles
Spanish Fork Jr High,800,825,00482,35020000007,Exploring Computer Science I  (CS)
Spectrum Academy - NSL,185698,185698,01137,35020000003,Creative Coding
Spectrum Academy - NSL,185698,185698,01137,35020000007,Exploring Computer Science I  (CS)
Spectrum Academy - NSL,185698,185698,01137,35020000030,Computer Programming I
Spectrum Academy - NSL,185698,185698,01137,35020000032,Computer Programming 2
Spectrum Academy - NSL,185698,185698,01137,35020000037,Algorithms & Data Structures
Spectrum Academy - NSL,185698,185698,01137,35020000040,Computer Programming Advanced
Spectrum Academy - NSL,185698,185698,01137,38010000031,Robotics 1
Spectrum Academy - Pleasant Grove,185698,186365,01464,35020000030,Computer Programming I
Spectrum Academy - Pleasant Grove,185698,186365,01464,35020000035,Computer Science Principles
Spring Creek Middle School,243,262,00846,35020000004,Intro to Python 1
Spring Creek Middle School,243,262,00846,35020000006,Intro to Python 2
Springville High,800,829,00402,35020000032,Computer Programming 2
Springville High,800,829,00402,35020000035,Computer Science Principles
Springville High,800,829,00402,35020013030,Computer Programming I CE
Springville High,800,829,00402,35020013032,Computer Programming 2 CE
Springville High,800,829,00402,35020013035,Computer Science Principles CE
Springville Jr High,800,826,00403,35020000007,Exploring Computer Science I  (CS)
Springville Jr High,800,826,00403,35020000035,Computer Science Principles
St. George Academy,186431,186432,01485,35020000030,Computer Programming I
St. George Academy,186431,186432,01485,35020000035,Computer Science Principles
St. George Academy,186431,186432,01485,35020013030,Computer Programming I CE
St. George Academy,186431,186432,01485,38010000032,Robotics 2
Stansbury High,947,185832,01177,35020000007,Exploring Computer Science I  (CS)
Stansbury High,947,185832,01177,35020000030,Computer Programming I
Success DSU,165608,186389,01470,35020000030,Computer Programming I
Success DSU,165608,186389,01470,35020000035,Computer Science Principles
Success DSU,165608,186389,01470,35020013030,Computer Programming I CE
Success DSU,165608,186389,01470,35020013040,Computer Programming Advanced CE
Success DSU,165608,186389,01470,38010000031,Robotics 1
Success DSU,165608,186389,01470,38010000032,Robotics 2
Success SUU,165608,165608,01101,35020000030,Computer Programming I
Success SUU,165608,165608,01101,35020000035,Computer Science Principles
Success SUU,165608,165608,01101,35020013035,Computer Science Principles CE
Success SUU,165608,165608,01101,38010000031,Robotics 1
Summit Academy - Draper Campus,125579,125579,00996,35020000003,Creative Coding
Summit Academy - Independence,125579,186371,01469,35020000003,Creative Coding
Summit High,122,188,00366,35020000007,Exploring Computer Science I  (CS)
Sunrise Ridge Intermediate,1002,186048,01300,35020000003,Creative Coding
Sunset Jr High,308,370,00145,35020000003,Creative Coding
Sunset Jr High,308,370,00145,35020000007,Exploring Computer Science I  (CS)
Sunset Jr High,308,370,00145,35020000008,Exploring Computer Science II
Sunset Ridge Middle,653,175615,01103,35020000003,Creative Coding
Sunset Ridge Middle,653,175615,01103,35020000004,Intro to Python 1
Sunset Ridge Middle,653,175615,01103,35020000007,Exploring Computer Science I  (CS)
Syracuse Arts Academy - Antelope,185793,185793,01145,35020000003,Creative Coding
Syracuse Arts Academy - Antelope,185793,185793,01145,35020000007,Exploring Computer Science I  (CS)
Syracuse High,308,185844,01205,35020000007,Exploring Computer Science I  (CS)
Syracuse High,308,185844,01205,35020000030,Computer Programming I
Syracuse High,308,185844,01205,35020000040,Computer Programming Advanced
Syracuse High,308,185844,01205,35020000041,A.P.  Computer Science
Syracuse High,308,185844,01205,38010000031,Robotics 1
Syracuse High,308,185844,01205,38010000032,Robotics 2
Syracuse Jr High,308,371,00848,35020000003,Creative Coding
Syracuse Jr High,308,371,00848,35020000004,Intro to Python 1
Syracuse Jr High,308,371,00848,35020000007,Exploring Computer Science I  (CS)
T.H. Bell Jr High,1050,1088,00639,35020000007,Exploring Computer Science I  (CS)
Tabiona High,422,436,00711,35020000003,Creative Coding
Taylorsville High,480,606,00764,35020000007,Exploring Computer Science I  (CS)
Taylorsville High,480,606,00764,35020000030,Computer Programming I
Taylorsville High,480,606,00764,35020000032,Computer Programming 2
Taylorsville High,480,606,00764,35020000035,Computer Science Principles
Terra Academy,186372,186373,01476,35020000035,Computer Science Principles
Thomas Jefferson Jr High,480,561,00871,35020000003,Creative Coding
Timberline Middle,122,65563,00909,35020000007,Exploring Computer Science I  (CS)
Timpanogos High,122,186,00362,35020000030,Computer Programming I
Timpanogos High,122,186,00362,35020000040,Computer Programming Advanced
Timpanogos High,122,186,00362,35020000041,A.P.  Computer Science
Timpanogos High,122,186,00362,35020013032,Computer Programming 2 CE
Timpanogos High,122,186,00362,35020013040,Computer Programming Advanced CE
Timpview High,1222,1249,00466,35020000030,Computer Programming I
Timpview High,1222,1249,00466,35020000032,Computer Programming 2
Timpview High,1222,1249,00466,35020000035,Computer Science Principles
Timpview High,1222,1249,00466,35020000041,A.P.  Computer Science
Timpview High,1222,1249,00466,35020013035,Computer Science Principles CE
Timpview High,1222,1249,00466,38010000031,Robotics 1
Timpview High,1222,1249,00466,38010000032,Robotics 2
Tintic High,940,945,00560,35020000007,Exploring Computer Science I  (CS)
Tintic High,940,945,00560,38010000031,Robotics 1
Tonaquint Intermediate,1002,185854,01198,35020000003,Creative Coding
Tooele Community Learning Center,947,186184,01401,35020000030,Computer Programming I
Tooele Community Learning Center,947,186184,01401,38010000031,Robotics 1
Tooele High,947,965,00574,35020000007,Exploring Computer Science I  (CS)
Tooele High,947,965,00574,35020000030,Computer Programming I
Tooele Jr High,947,962,00575,35020000003,Creative Coding
Treasure Mtn. Junior High School,856,861,00773,35020000007,Exploring Computer Science I  (CS)
Uintah High,972,988,00585,35020000007,Exploring Computer Science I  (CS)
Uintah High,972,988,00585,35020000030,Computer Programming I
Uintah High,972,988,00585,35020000032,Computer Programming 2
Uintah High,972,988,00585,35020000035,Computer Science Principles
Uintah High,972,988,00585,38010000031,Robotics 1
Uintah High,972,988,00585,38010000032,Robotics 2
Uintah River High,5497,5497,00671,35020000007,Exploring Computer Science I  (CS)
Union High,422,437,00171,35020000030,Computer Programming I
Union High,422,437,00171,35020000032,Computer Programming 2
Union High,422,437,00171,38010000031,Robotics 1
Union High,422,437,00171,38010000032,Robotics 2
Utah Career Path High School,186342,186343,01460,35020011035,Computer Science Principles UTech
Utah County Academy of Science,160607,160607,01106,35020000030,Computer Programming I
Utah County Academy of Science,160607,160607,01106,35020000032,Computer Programming 2
Utah County Academy of Science,160607,160607,01106,35020013035,Computer Science Principles CE
Utah County Academy of Science,160607,160607,01106,38010000031,Robotics 1
Utah Military Academy,186369,186370,01463,35020000003,Creative Coding
Utah Military Academy,186369,186370,01463,35020000007,Exploring Computer Science I  (CS)
Utah Military Academy,186369,186370,01463,35020000030,Computer Programming I
Utah Military Academy,186369,186370,01463,35020000032,Computer Programming 2
Utah Military Academy,186369,186370,01463,35020000034,A.P. Computer Science Principles
Utah Military Academy,186369,186370,01463,38010000031,Robotics 1
Utah Military Academy - Camp Williams,186369,186446,01501,35020000003,Creative Coding
Utah Military Academy - Camp Williams,186369,186446,01501,35020000007,Exploring Computer Science I  (CS)
Utah Military Academy - Camp Williams,186369,186446,01501,35020000030,Computer Programming I
Utah Military Academy - Camp Williams,186369,186446,01501,35020000032,Computer Programming 2
Utah Online 7-12,1002,186268,01432,35020000003,Creative Coding
Utah Online 7-12,1002,186268,01432,35020000030,Computer Programming I
Utah Online 7-12,1002,186268,01432,35020000032,Computer Programming 2
Utah Online 7-12,1002,186268,01432,35020000035,Computer Science Principles
Utah Virtual Academy,186006,186006,01196,35020000007,Exploring Computer Science I  (CS)
Utah Virtual Academy,186006,186006,01196,35020000030,Computer Programming I
Utah Virtual Academy,186006,186006,01196,35020000035,Computer Science Principles
Valley Academy,186279,186279,01421,35020000003,Creative Coding
Valley High,772,780,00341,35020000004,Intro to Python 1
Valley Jr High,480,565,00267,35020000003,Creative Coding
Valley Jr High,480,565,00267,35020000004,Intro to Python 1
Vanguard Academy,186380,186381,01475,35020000035,Computer Science Principles
Vanguard Academy,186380,186381,01475,35020000040,Computer Programming Advanced
Vanguard Academy,186380,186381,01475,35020013030,Computer Programming I CE
Vanguard Academy,186380,186381,01475,35020013040,Computer Programming Advanced CE
Venture Academy,185874,185874,01216,35020000007,Exploring Computer Science I  (CS)
Venture Academy,185874,185874,01216,35020000030,Computer Programming I
Venture Academy,185874,185874,01216,35020000032,Computer Programming 2
Vernal Middle,972,983,00786,35020000003,Creative Coding
Viewmont High,308,395,00151,35020000007,Exploring Computer Science I  (CS)
Viewmont High,308,395,00151,35020000030,Computer Programming I
Viewmont High,308,395,00151,35020000040,Computer Programming Advanced
Viewmont High,308,395,00151,35020013030,Computer Programming I CE
Viewmont High,308,395,00151,35020013035,Computer Science Principles CE
Viewmont High,308,395,00151,38010000031,Robotics 1
Viewpoint Middle,122,186634,01619,35020000003,Creative Coding
Vista Heights Middle,122,186162,01387,35020000007,Exploring Computer Science I  (CS)
Vista School,186115,186115,01296,35020000003,Creative Coding
Vista School,186115,186115,01296,38010000031,Robotics 1
Wahlquist Jr High,1050,1090,00643,35020000003,Creative Coding
Walden School of Liberal Arts,125582,125582,00991,35020000035,Computer Science Principles
Walden School of Liberal Arts,125582,125582,00991,38010000031,Robotics 1
Wasatch High,992,1000,00594,35020000007,Exploring Computer Science I  (CS)
Wasatch High,992,1000,00594,35020000030,Computer Programming I
Wasatch High,992,1000,00594,35020000040,Computer Programming Advanced
Wasatch High,992,1000,00594,38010000031,Robotics 1
Wasatch Jr High,480,566,00269,35020000003,Creative Coding
Washington Fields Intermediate,1002,186591,01555,35020000003,Creative Coding
Water Canyon High,1002,186488,01521,35020000003,Creative Coding
Wayne High,1042,1047,00610,35020000007,Exploring Computer Science I  (CS)
Wayne Middle,1042,1046,00611,35020000003,Creative Coding
Weber High,1050,1094,00645,35020000007,Exploring Computer Science I  (CS)
Weber High,1050,1094,00645,35020000032,Computer Programming 2
Weber High,1050,1094,00645,35020000035,Computer Science Principles
Weber High,1050,1094,00645,35020011035,Computer Science Principles UTech
Weber Innovation High School,1050,186417,01482,35020000007,Exploring Computer Science I  (CS)
Weber Innovation High School,1050,186417,01482,35020000032,Computer Programming 2
Weber Innovation High School,1050,186417,01482,35020000035,Computer Science Principles
West High,1107,1157,00524,35020000003,Creative Coding
West High,1107,1157,00524,35020000007,Exploring Computer Science I  (CS)
West High,1107,1157,00524,35020000030,Computer Programming I
West High,1107,1157,00524,35020000032,Computer Programming 2
West High,1107,1157,00524,35020000034,A.P. Computer Science Principles
West High,1107,1157,00524,35020000041,A.P.  Computer Science
West High,1107,1157,00524,35020000050,IB Computer Science SL 1
West High,1107,1157,00524,35020000051,IB Computer Science SL 2
West High,1107,1157,00524,35020000052,IB Computer Science HL 1
West High,1107,1157,00524,35020000053,IB Computer Science HL 2
West High,1107,1157,00524,38010000031,Robotics 1
West High,1107,1157,00524,38010000032,Robotics 2
West Hills Middle,653,725,00428,35020000007,Exploring Computer Science I  (CS)
West Jordan High,653,742,00769,35020000007,Exploring Computer Science I  (CS)
West Jordan High,653,742,00769,35020000030,Computer Programming I
West Jordan High,653,742,00769,35020013030,Computer Programming I CE
West Jordan High,653,742,00769,35020013040,Computer Programming Advanced CE
West Jordan Middle,653,723,00330,35020000003,Creative Coding
West Jordan Middle,653,723,00330,35020000007,Exploring Computer Science I  (CS)
West Jordan Middle,653,723,00330,38010000031,Robotics 1
West Lake Jr High,480,567,00272,35020000003,Creative Coding
West Point Jr High,308,65561,00923,35020000003,Creative Coding
West Point Jr High,308,65561,00923,35020000007,Exploring Computer Science I  (CS)
Westlake High,122,186032,01293,35020000007,Exploring Computer Science I  (CS)
Westlake High,122,186032,01293,35020000030,Computer Programming I
Westlake High,122,186032,01293,35020000037,Algorithms & Data Structures
Westlake High,122,186032,01293,35020000040,Computer Programming Advanced
Westlake High,122,186032,01293,35020011032,Computer Programming 2 UTech
Westlake High,122,186032,01293,35020013040,Computer Programming Advanced CE
Westlake High,122,186032,01293,38010000031,Robotics 1
Whitehorse High,880,895,00667,35020000007,Exploring Computer Science I  (CS)
Whitehorse High,880,895,00667,35020000030,Computer Programming I
Whitehorse High,880,895,00667,35020000035,Computer Science Principles
Whitehorse High,880,895,00667,35020000040,Computer Programming Advanced
Willowcreek Middle,122,130582,01109,35020000003,Creative Coding
Woods Cross High,308,396,00157,35020000007,Exploring Computer Science I  (CS)
Woods Cross High,308,396,00157,35020000030,Computer Programming I
Woods Cross High,308,396,00157,35020000032,Computer Programming 2
Woods Cross High,308,396,00157,35020000040,Computer Programming Advanced
Woods Cross High,308,396,00157,35020013035,Computer Science Principles CE
